tempo, streams
149.995, 325698091
134.045, 325515161
145.887, 324393523
134.007, 324163053
116.947, 323383320
124.011, 323263901
87.999, 322744401
91.751, 322680564
94.004, 322346777
100.019, 322326340
137.958, 321667090
93.982, 321110284
114.044, 320878246
116.985, 320153517
112.956, 320021915
79.997, 319986769
106.914, 319749277
100.027, 318997516
83.827, 318937584
96.107, 318469813
115.744, 318340781
159.845, 317863247
140.002, 317676850
95.975, 316957596
79.859, 316694792
75.016, 316685162
114.044, 316545016
91.911, 316445866
140.082, 315808037
137.827, 315056400
77.011, 313016395
98.395, 312937894
129.923, 311391244
78.293, 310932760
175.965, 310738879
119.986, 310495240
180.183, 310371402
139.865, 307940894
116.731, 307263422
127.99, 307008309
179.773, 306961058
75.445, 306908859
119.972, 305243911
105.046, 304603848
134.009, 303656390
99.966, 303506679
105.029, 302451498
97.014, 301860377
132.966, 300763502
125.107, 300595420
106.066, 300252108
93.986, 299994541
124.001, 299886818
92.01, 299148450
95.692, 299132707
143.883, 298751254
92.003, 297504390
101.968, 297338495
91.011, 297281298
144.021, 296900050
125.022, 296740960
119.966, 296423695
91.066, 296263724
98.029, 294813758
104.969, 294767929
169.902, 294652788
119.984, 293767640
179.629, 293373630
133.123, 293217637
177.998, 293073525
172.245, 292544040
140.253, 292441745
79.982, 292260155
80.015, 291859638
127.944, 291541518
80.002, 291103173
105.969, 290601751
136.041, 290515461
91.942, 290292407
149.949, 289980728
181.877, 289461144
139.863, 288826120
107.732, 288301814
175.997, 288089804
105.115, 288004994
94.995, 287702449
99.96, 287524200
87.972, 287514447
92.491, 287509626
141.02, 286542973
150.96, 286435338
119.957, 285945126
105.001, 285516533
146.172, 284858216
92.004, 284344587
145.062, 284306107
176.013, 284301504
94.148, 284236722
92.603, 283948167
81.039, 283533832
131.963, 283481699
92.028, 282900214
78.696, 282867074
101.058, 282583791
122.015, 282213371
98.043, 281786572
136.008, 281454254
110.008, 281198228
91.97, 281044084
96.989, 280960035
105.076, 280466909
184.009, 280187138
166.008, 280150549
80.511, 279796044
101.993, 279364987
177.913, 279083790
171.077, 279060284
95.005, 278981519
130.001, 277982929
129.998, 277163329
159.969, 276938241
92.718, 276728836
91.844, 276629593
120.122, 275782412
143.965, 275609604
93.995, 275592897
97.994, 275374562
123.074, 275006495
133.014, 274555823
125.989, 274409282
99.961, 274105542
140.006, 273936566
92.03, 273748687
179.91, 273701642
167.923, 272573920
105.143, 272474115
107.003, 271243697
75.016, 271143305
103.014, 270872603
117.959, 270635844
94.968, 270370249
95.971, 269979724
118.028, 269837815
99.968, 269079205
130.027, 268941873
100.049, 268508104
136.006, 268336836
205.863, 267949875
141.981, 267901089
150.002, 267349885
116.109, 267165039
93.023, 267142468
95.982, 267074325
125.004, 266589180
93.05, 265838421
94.048, 265344730
88.098, 264898638
155.925, 264169742
96.057, 264095621
145.031, 263725157
98.989, 263304636
100.048, 262903680
94.485, 262206780
145.013, 261983752
84.412, 261777805
81.502, 261324295
121.962, 261228064
140.057, 261224374
175.988, 260935748
149.918, 260749860
99.991, 260673983
112.874, 260466659
146.01, 260026645
87.908, 259992115
94.736, 259979538
145.914, 259932739
92.896, 259864680
115.007, 259370718
128.062, 259018256
135.702, 258782051
99.137, 258532843
96.042, 257068354
124.007, 256587576
168.022, 256091818
102.061, 255763292
189.798, 255089003
98.026, 254498715
179.666, 254412505
160.018, 252796579
151.891, 252702976
180.06, 252604535
96.016, 252553733
146.013, 252123145
91.993, 252039857
116.761, 251996776
151.947, 251782938
81.068, 251755921
142.929, 251639907
123.935, 251241908
87.866, 251196085
93.958, 250704323
143.969, 250319156
143.011, 249610705
202.899, 249303681
124.939, 249027688
94.983, 248937807
172.094, 248888954
153.995, 248594031
123.911, 248333427
180.011, 248139959
129.976, 248049413
116.879, 247985624
94.018, 247921257
85.908, 247835728
113.805, 245932655
167.937, 245792572
106.891, 245610870
115.412, 245198355
93.924, 244873016
91.952, 244730365
170.019, 244535854
159.797, 243636748
93.991, 243217751
127.962, 242863907
140.467, 241840065
93.976, 241608671
167.767, 240893699
99.999, 240791155
92.025, 240588336
95.971, 240018593
108.966, 239312246
159.145, 239180111
150.024, 237539689
93.974, 237516267
87.977, 237420307
172.089, 237021596
124.097, 236989664
145.842, 236909873
153.068, 236723773
92.943, 236399000
139.912, 236309833
141.872, 236288712
166.018, 236278565
178.043, 236188391
77.475, 236075663
75.025, 235216523
133.889, 235182404
90.02, 234994177
83.897, 234700960
146.967, 234554378
130.132, 233795511
94.518, 233599089
98.015, 233416006
88.863, 233123126
119.976, 232932271
99.7, 232825651
100.048, 231853720
179.87, 231781751
140.201, 231603951
120.011, 231436279
98.938, 231250740
99.924, 231136248
100.017, 231108317
114.066, 230660801
141.967, 230639270
120.996, 230305512
103.013, 230158907
100.537, 229380013
75.956, 229346469
170.163, 228896475
78.111, 228818486
174.006, 228344602
90.013, 228327005
190.097, 227960793
123.97, 227858499
149.996, 227833857
147.989, 227582925
92.06, 227539203
178.462, 227052138
145.972, 226852124
134.01, 226446002
97.956, 226108906
120.024, 225733641
93.037, 225389365
99.721, 225053949
118.159, 223732001
110.054, 223656711
124.058, 223643750
148.746, 223635908
104.948, 223591510
145.838, 223299726
83.943, 222315309
113.03, 222298679
96.988, 222221705
123.98, 222210107
139.864, 222157222
151.991, 221515806
100.978, 221368845
130.098, 221311688
119.008, 221251037
94.039, 221217583
123.999, 220725821
90.482, 220150923
169.977, 219664185
94.01, 218942317
129.992, 218508098
163.92, 218161284
88.917, 218038844
99.017, 216618108
115.284, 216450986
147.734, 216072599
110.94, 215981753
93.996, 215840858
96.011, 215481114
129.856, 215254846
91.976, 215149144
106.93, 214945458
99.986, 214921277
101.003, 214021308
81.039, 213762716
162.948, 213478112
94.634, 213376784
96.029, 213367416
121.996, 213352546
114.991, 213332425
84.459, 213251990
146.016, 212727018
90.066, 212723886
100.0, 212100771
166.159, 211709519
105.01, 211552634
95.031, 211424453
91.05, 210887962
97.005, 210746577
140.004, 210696268
170.142, 210566105
121.049, 210119346
102.02, 209890194
130.089, 209760977
92.927, 209048841
102.819, 207685691
175.014, 207535395
128.04, 207238320
171.838, 207042961
139.994, 205750257
122.014, 205582251
124.925, 205518514
72.989, 205369287
123.989, 205268468
171.965, 204524028
169.801, 203183259
99.976, 203135593
99.038, 202658149
99.998, 202148772
100.202, 201966468
109.997, 201809786
166.039, 201691098
89.98, 201461259
146.04, 201317070
119.043, 201017949
80.961, 200959299
121.074, 200599935
153.848, 200250161
92.032, 200026270
142.886, 200008794
102.931, 199535779
81.967, 199348913
129.928, 199237634
174.021, 199228985
176.018, 199222986
145.921, 199190595
170.011, 198926981
171.959, 198837542
114.089, 198554137
103.071, 198359825
130.058, 198214582
145.017, 198069229
120.003, 197739625
91.835, 197619743
77.355, 197546394
185.044, 197126834
130.013, 197095832
105.059, 196956035
102.101, 196862657
179.974, 196855318
144.084, 196164935
116.073, 196082654
122.986, 196015495
202.006, 195859338
191.702, 195715437
93.05, 195487973
119.041, 195204618
123.51, 194892764
160.078, 194892565
110.03, 194630696
131.974, 194512702
137.853, 194243479
143.01, 193989109
111.975, 193987336
91.012, 193835148
148.144, 193829906
95.868, 193790951
98.044, 193509928
181.982, 193075063
125.046, 192824494
137.446, 192755769
92.023, 192725631
90.04, 192384737
85.227, 191821332
145.926, 191159626
104.915, 191156179
79.635, 190835911
100.418, 190780738
170.023, 190680964
169.954, 190579151
168.983, 190528290
97.054, 190519051
127.978, 190243313
110.684, 190047623
193.896, 189842710
139.023, 189635884
124.896, 189409768
140.004, 189223292
142.004, 188902577
93.372, 188716156
130.97, 188630133
108.005, 188578642
127.949, 188282254
147.055, 188011040
109.928, 187932142
150.007, 187923787
95.06, 187846448
110.427, 187222211
97.041, 186980119
123.961, 186663568
81.975, 186434261
124.946, 186021054
120.046, 185427613
107.961, 185419364
70.142, 185173714
171.853, 185076199
102.063, 185034765
88.042, 184788700
153.848, 184779473
110.0, 184010851
139.059, 183774993
129.999, 182957139
96.107, 181733888
104.954, 181332514
120.041, 181095035
105.964, 180518419
145.044, 180450037
137.133, 180344827
141.02, 180167961
117.31, 179908540
101.358, 179610410
148.005, 179527000
90.024, 179525833
99.796, 179460463
152.132, 179217126
95.006, 179216735
140.201, 179009167
102.014, 178300035
88.964, 178227499
130.118, 177960206
139.919, 177453370
93.022, 177182466
140.053, 177159883
107.999, 177080627
102.991, 177022418
95.047, 176777944
105.025, 176681948
136.078, 175934137
127.148, 175784366
161.986, 175440115
123.97, 175190741
97.04, 175104640
89.95, 174858408
159.786, 174756362
130.032, 174640547
85.046, 174257702
100.001, 174044189
119.873, 173894630
159.784, 173894545
165.842, 173816541
130.037, 173104350
85.84, 173079935
96.133, 172869520
83.903, 172653529
119.705, 172520068
110.108, 172420222
150.455, 172294915
126.627, 172290670
97.991, 171923709
113.039, 171914353
130.003, 171754414
97.773, 171716993
90.246, 171568548
119.932, 171450449
140.019, 171357582
123.014, 171115738
109.957, 170627648
149.903, 170621325
178.003, 170543028
96.474, 170468423
85.026, 170257621
136.962, 170243539
104.949, 170225302
82.001, 170223914
115.884, 169949977
134.093, 169915445
129.979, 169449683
129.992, 169395831
102.999, 169361645
99.983, 169357751
109.891, 169329273
94.949, 169278501
114.011, 169093316
171.447, 168723145
82.03, 168657341
170.064, 168458417
104.957, 168292955
101.965, 168172791
110.001, 168071389
98.016, 167908409
92.042, 167765768
97.981, 167628261
97.976, 167614925
114.199, 167608632
104.965, 167232619
93.979, 167198419
129.538, 166852722
137.959, 166446408
99.002, 166292891
123.977, 166265229
122.058, 166233112
98.062, 166099722
100.011, 166059546
124.111, 165964295
95.239, 165950434
182.184, 165724104
136.054, 165537940
100.001, 165160207
99.939, 164762914
90.99, 164582177
108.075, 164574320
121.737, 164498841
120.041, 164467829
113.427, 164239151
94.969, 163573451
172.712, 162838942
85.332, 162796349
170.087, 162736371
123.028, 162606400
92.043, 162587374
92.523, 162007366
94.981, 161949111
158.078, 161746311
121.951, 161722723
88.335, 161673954
121.391, 161494265
192.147, 160854107
148.005, 160614968
180.044, 160601195
112.997, 160596557
175.957, 160485880
162.991, 160353560
110.024, 160014698
81.618, 160007880
139.992, 159941853
154.187, 159927866
122.728, 159685682
85.025, 159621801
174.101, 159466362
110.184, 159153896
116.032, 159129877
158.831, 159074214
73.537, 159068575
168.112, 158864435
100.008, 158571766
95.921, 158561490
89.976, 158504064
109.982, 158458554
96.493, 158415798
168.087, 158349189
102.036, 158238844
128.047, 158183361
78.007, 158087684
147.988, 157966171
101.987, 157957606
181.088, 157758218
128.924, 157518303
121.985, 157504067
119.986, 157402949
113.608, 157374197
122.947, 157067849
179.864, 156956150
96.984, 156834450
106.998, 156823695
155.96, 156818128
104.563, 156787721
128.706, 156741431
177.115, 156435336
180.049, 156347542
99.935, 156103508
88.029, 156041501
103.008, 155805231
72.541, 155645092
130.022, 155382778
126.426, 155331041
84.005, 155161603
123.075, 154789607
105.027, 154666537
124.962, 154558615
119.959, 154478480
134.206, 154428197
112.946, 154395594
79.921, 154159687
102.984, 153787899
113.358, 153321052
91.98, 152690838
127.019, 152530786
99.048, 152136860
86.975, 151949836
120.013, 151795324
96.016, 151384953
176.075, 151331215
127.994, 151323609
142.974, 151208518
107.041, 151201496
183.817, 150957974
168.084, 150950419
103.007, 150811295
179.923, 150704522
75.248, 150630149
100.09, 150158965
188.09, 149955246
94.981, 149564907
99.048, 149370092
176.059, 149283116
122.973, 149269919
94.094, 149170881
145.929, 148995129
108.02, 148941334
167.933, 148886221
90.011, 148551850
102.019, 148528259
130.09, 148514499
121.075, 148410249
163.999, 148180114
183.971, 148128615
94.999, 147382738
118.029, 147347524
182.123, 147087148
114.993, 147033524
104.025, 146731807
113.088, 146426168
93.02, 146378193
90.009, 146227713
92.988, 146060794
101.821, 145943519
117.999, 145797551
125.023, 145271110
115.982, 145166714
149.119, 144794103
92.025, 144249595
91.98, 143866777
72.498, 143815887
176.086, 143583353
139.059, 143340893
119.958, 143329586
104.949, 143268039
142.024, 142945619
141.934, 142939951
119.938, 142724957
126.803, 142618112
140.025, 142608843
87.521, 142530855
97.003, 142458409
131.798, 142167228
111.002, 142089402
147.067, 142070539
95.016, 142036336
123.038, 142031573
96.006, 142016895
130.059, 141937323
121.964, 141827657
139.948, 141765145
181.995, 141573769
127.97, 141442667
115.047, 141400741
148.017, 140615504
109.952, 140474129
118.384, 140471788
133.992, 140425335
147.805, 140317047
146.537, 139884605
101.008, 139610813
160.036, 139279688
122.061, 139258370
82.008, 139089148
102.025, 138999029
77.502, 138788478
101.032, 138777705
109.994, 138651995
119.966, 138606962
105.007, 138568228
116.001, 138369251
122.0, 138231128
106.703, 138137612
91.976, 138067700
149.996, 137761206
154.189, 137744131
87.808, 137556302
171.925, 137166101
96.036, 137088600
93.029, 137088140
74.988, 136913269
201.629, 136780899
135.055, 136746503
145.99, 136678352
94.018, 136649414
99.977, 136541688
103.71, 135932475
97.085, 135855139
148.088, 135721167
158.046, 135623737
125.116, 135545545
126.038, 135525018
121.876, 135289459
110.02, 135230212
87.961, 135206532
138.038, 135069082
131.99, 134979902
134.943, 134809111
129.975, 134770524
135.995, 134640526
172.02, 134198033
82.826, 134164423
180.113, 134146384
98.005, 134144734
95.927, 133930267
109.97, 133879193
134.955, 133556837
95.96, 133453137
104.003, 133013992
88.485, 132980288
129.116, 132967601
117.003, 132701241
129.65, 132525080
126.998, 132426086
89.643, 132424975
74.989, 132371259
134.973, 132292671
114.942, 132012024
120.013, 131844158
120.009, 131534025
159.914, 131467348
141.02, 131383409
149.908, 131341564
174.609, 131336544
133.133, 131288711
167.997, 131261853
130.002, 131070357
77.983, 130793473
129.895, 130679820
159.972, 130565729
98.019, 130505523
75.033, 130299132
132.113, 130271583
93.977, 130043307
139.991, 129885525
104.996, 129880923
106.046, 129859624
147.08, 129730306
97.99, 129729188
114.071, 129379350
159.982, 129377796
147.331, 129135427
95.266, 128974936
167.823, 128930580
139.898, 128909115
168.385, 128745676
100.021, 128657047
84.394, 128458623
115.41, 128436915
140.282, 127961349
91.953, 127822788
139.994, 127431567
90.031, 127156631
105.017, 127033115
120.023, 126804188
88.834, 126699730
166.008, 126551606
134.972, 126518401
161.989, 126429391
179.984, 125857481
132.005, 125852457
75.016, 125735554
170.018, 125617007
123.962, 125518222
121.955, 125451999
172.006, 125328389
98.015, 125289344
136.001, 125251511
115.885, 125077590
161.74, 125073413
172.712, 124773741
113.778, 124634314
97.993, 124015852
83.803, 123950882
130.023, 123879341
138.043, 123598605
143.01, 123541054
127.999, 123525427
180.064, 123390933
171.966, 123254916
126.03, 123204598
75.087, 123195302
175.985, 123148995
95.746, 123121561
94.052, 123078503
100.043, 123053748
104.966, 122727535
124.912, 122688367
118.961, 122645844
140.214, 122634392
107.356, 122598656
174.107, 122451846
102.04, 122373033
79.846, 122300185
125.067, 122121340
115.952, 121950543
99.945, 121470754
93.005, 121463124
91.985, 121426438
95.038, 121332715
146.277, 121312640
122.099, 121282862
109.986, 120714118
126.018, 120606805
95.239, 120576417
90.0, 120558753
173.935, 120543943
73.929, 120540598
148.749, 120363816
92.01, 120138724
135.998, 119961848
136.97, 119905873
170.001, 119781316
94.513, 119680983
180.081, 119635665
84.485, 119587674
146.962, 119333768
145.115, 119297521
97.002, 119160602
129.915, 119099898
130.032, 119038461
82.042, 118844500
91.012, 118781690
92.007, 118679933
106.993, 118196619
179.974, 118128102
125.985, 117899105
119.391, 117756145
133.913, 117700385
112.084, 117679346
172.009, 117583762
128.0, 117509505
113.778, 117507430
120.04, 117380722
170.918, 117321765
123.044, 117281446
92.033, 117267607
117.99, 117108605
81.308, 116777009
105.049, 116744434
121.998, 116714440
103.982, 116651017
94.016, 116489703
108.943, 116467195
93.099, 116371467
90.979, 116297589
107.059, 116189090
77.005, 115841228
144.833, 115835340
86.97, 115760504
92.958, 115586518
76.944, 115580112
79.992, 115420503
91.972, 115328313
99.954, 115243842
92.032, 115179468
102.914, 115091727
177.912, 114922075
129.014, 114855747
94.215, 114816809
144.971, 114813581
142.942, 114755584
159.488, 114680673
97.019, 114646009
129.972, 114632845
151.92, 114356170
149.907, 114244153
156.572, 113976100
67.528, 113862685
157.013, 113551420
104.988, 113542732
149.937, 113541444
102.984, 113482436
155.086, 113211830
154.355, 112989128
140.308, 112858797
95.046, 112779418
100.013, 112680643
106.044, 112619024
136.01, 112510501
102.004, 112392820
121.799, 112350215
140.127, 112285319
96.031, 112251106
135.002, 111817460
122.381, 111735595
100.45, 111702964
108.959, 111698395
176.007, 111620242
162.043, 111549892
139.031, 111446926
93.982, 111135224
107.371, 111108702
142.959, 110947264
120.018, 110912030
94.998, 110893844
145.965, 110602657
97.99, 110290569
90.979, 110198680
102.998, 110045568
119.896, 109888832
100.069, 109875183
131.018, 109787096
112.035, 109779144
129.989, 109659143
140.021, 109650167
114.998, 109645288
120.014, 109338564
101.939, 109307903
145.5, 109292793
140.963, 109160313
75.602, 109139485
175.813, 109119377
121.028, 109096130
110.018, 108902785
150.058, 108900615
88.033, 108858748
122.978, 108528853
122.331, 108505552
122.062, 108449508
104.745, 108391092
120.082, 107979127
