tempo, streams
130.027, 107856653
94.736, 107774744
94.018, 107620241
120.963, 107527761
113.968, 107359359
130.594, 107310202
93.431, 107148517
138.003, 107043704
168.884, 106906942
96.033, 106778323
135.959, 106471014
137.001, 106426241
94.009, 106355474
139.986, 106279764
172.029, 106047503
173.974, 106044885
129.059, 105980349
90.025, 105896548
103.001, 105809543
93.421, 105790086
189.891, 105609559
119.812, 105594686
173.925, 105340285
90.035, 105327096
109.069, 105223696
80.04, 105208507
122.872, 105187399
80.009, 105077212
97.984, 104937278
171.388, 104504757
151.175, 104425758
124.948, 104395994
94.048, 104307802
167.969, 104092101
96.939, 104018594
95.982, 103956327
175.92, 103781272
120.274, 103705303
113.99, 103643558
139.98, 103602736
75.014, 103506300
88.015, 103435785
187.844, 103418152
114.996, 103252399
87.925, 103250128
130.02, 103136459
100.029, 103077145
127.034, 103010020
80.565, 102937989
95.005, 102825012
129.039, 102663285
124.05, 102605420
94.048, 102567524
107.014, 102541759
130.028, 102465996
98.031, 102429603
78.262, 102378099
82.029, 102275573
91.991, 102225241
87.724, 102110604
140.018, 102035620
117.973, 101979403
96.071, 101939379
155.007, 101903182
84.924, 101831542
76.388, 101800734
119.997, 101665145
92.991, 101631535
109.997, 101457910
81.552, 101341282
94.066, 101256889
129.96, 101167251
100.007, 101156244
66.9, 101104522
130.218, 100841537
105.009, 100638693
94.016, 100536928
103.028, 100485345
160.981, 100446929
123.893, 99948922
105.031, 99942863
143.866, 99880513
140.024, 99572650
158.075, 99514557
90.838, 99383057
120.006, 99347427
112.993, 99335186
94.601, 99315062
155.047, 99202953
132.09, 99104224
95.881, 99093352
83.425, 99043668
86.046, 98985894
75.089, 98922580
101.966, 98819364
125.966, 98735892
171.374, 98683838
160.147, 98614081
119.054, 98575568
93.987, 98540698
94.982, 98472027
111.997, 98280474
139.774, 98164544
94.033, 98123727
100.966, 98044140
193.922, 98038935
109.989, 97962201
84.974, 97874159
101.883, 97856504
100.016, 97814060
77.213, 97754402
175.907, 97604004
151.957, 97470855
179.972, 97353525
158.373, 97145552
93.923, 97131813
115.092, 97040205
98.007, 96997937
93.813, 96573602
88.997, 96447517
111.554, 96374570
135.929, 96368321
84.733, 96348431
157.628, 96232557
125.086, 95933044
128.028, 95916899
93.999, 95855837
174.152, 95806008
94.419, 95757030
99.986, 95707014
150.062, 95590598
74.828, 95570340
86.953, 95564875
170.084, 95524954
132.055, 95283224
163.935, 95215800
165.941, 95205599
180.042, 95033781
91.017, 94985652
174.107, 94809889
106.52, 94763591
109.034, 94536356
101.216, 94457637
175.046, 94451684
150.076, 94388881
62.484, 94336059
86.768, 94313927
144.946, 94286778
91.993, 94265014
154.984, 94233492
135.052, 94226360
113.756, 94181748
159.989, 94168111
111.002, 94025189
141.882, 94012159
118.611, 93978891
166.111, 93872289
73.003, 93704380
133.007, 93567809
87.017, 93550570
124.749, 93530699
71.912, 93339639
144.991, 93303490
79.109, 93297775
105.173, 93254765
77.525, 93253129
122.013, 93243362
144.047, 93114215
92.999, 93069425
120.03, 93068558
94.931, 93066813
116.068, 92978528
95.045, 92974391
126.135, 92905935
122.011, 92897382
97.502, 92870873
104.987, 92851548
109.414, 92635937
104.0, 92464319
140.467, 92402623
158.105, 92358630
144.654, 92314430
102.063, 92258680
120.048, 92221401
191.971, 92055080
164.062, 91977653
160.049, 91943721
99.933, 91767403
118.552, 91694733
105.039, 91665404
128.057, 91482309
199.756, 91399040
160.004, 91378150
169.781, 91308735
120.032, 91223789
101.921, 91047386
212.117, 90885626
134.999, 90833446
192.068, 90787617
91.921, 90734233
130.033, 90728107
99.018, 90696707
97.018, 90692882
75.002, 90621278
79.993, 90586487
142.592, 90254738
140.024, 90171857
124.987, 90079411
200.156, 90066982
94.982, 90041612
99.238, 89997136
122.964, 89764609
120.007, 89584567
130.078, 89577118
90.018, 89564837
141.96, 89397133
105.009, 89386597
110.014, 89377335
104.506, 89125791
149.912, 89118775
95.046, 89053528
123.061, 88878168
120.014, 88821106
98.031, 88708611
180.291, 88681073
120.018, 88666621
100.006, 88628231
169.928, 88575849
126.986, 88521601
182.123, 88477470
126.011, 88328443
91.977, 88296579
139.93, 88119058
171.411, 88074497
94.194, 88061167
83.679, 87927032
119.957, 87729666
94.026, 87650964
110.001, 87568628
144.995, 87244910
117.007, 87190881
130.013, 87107215
127.998, 87021717
92.973, 86889661
62.948, 86815454
92.05, 86807925
134.938, 86763871
139.98, 86738931
108.045, 86584811
169.021, 86427524
125.014, 86426944
118.669, 86384268
155.799, 86374102
179.935, 86219346
148.051, 86205425
119.966, 86162174
186.125, 86049012
114.06, 85914240
93.983, 85816378
151.974, 85733606
108.003, 85663330
143.104, 85602215
95.975, 85601498
79.949, 85530372
178.818, 85507927
124.994, 85505819
110.508, 85313383
98.09, 85210921
87.045, 85164349
164.081, 85143085
83.876, 85123914
99.991, 85064376
140.061, 85064167
100.063, 84912372
111.004, 84802867
101.99, 84802190
89.99, 84670800
176.655, 84628237
114.941, 84596302
125.944, 84584652
170.008, 84503083
75.005, 84450911
94.009, 84426152
107.943, 84055447
90.952, 84038020
107.607, 83921984
99.986, 83805272
123.942, 83804261
77.004, 83569936
99.988, 83508578
203.911, 83326373
150.127, 83198226
124.026, 83089567
104.988, 83065505
124.08, 82997739
97.626, 82990060
112.953, 82980578
95.005, 82955556
153.676, 82885565
140.055, 82787913
102.025, 82748266
182.162, 82712724
93.95, 82638660
101.982, 82422501
175.957, 82341652
94.991, 82233453
126.043, 82074073
130.17, 82072934
106.038, 82007175
174.074, 81960589
121.958, 81924148
146.04, 81871279
89.998, 81724457
73.415, 81579490
154.569, 81572533
149.972, 81454130
97.565, 81399368
107.071, 81342954
147.148, 81307664
128.031, 81267968
188.7, 81180398
138.842, 81154174
98.013, 81123322
97.001, 81089021
111.539, 80982815
168.419, 80919256
139.979, 80793232
153.664, 80746125
163.946, 80631023
123.031, 80549153
82.05, 80535572
119.951, 80408196
138.984, 80401289
90.051, 80329014
124.991, 80243945
89.907, 80154473
196.121, 80110553
126.047, 80090321
84.041, 80049862
171.649, 80000703
95.114, 79965800
144.994, 79812281
124.994, 79780653
130.098, 79594997
94.996, 79588344
129.976, 79563879
188.115, 79463149
82.488, 79461131
75.205, 79402592
128.05, 79224736
108.959, 79102756
120.983, 79099183
135.14, 79082866
118.997, 79024379
173.948, 78784991
175.908, 78777817
93.034, 78774112
117.765, 78751395
102.617, 78674341
100.004, 78581263
100.977, 78421862
140.081, 78358328
109.919, 78200463
146.979, 78052917
77.253, 78027817
123.03, 78008141
129.924, 77959253
82.034, 77861030
168.025, 77837657
97.008, 77637200
102.002, 77597168
170.062, 77553533
130.231, 77542667
98.067, 77513329
79.588, 77475802
87.933, 77426078
109.976, 77406123
119.438, 77373767
122.03, 77345636
144.511, 77290747
157.92, 76934418
99.978, 76901724
163.922, 76736124
113.12, 76732320
151.928, 76722991
170.079, 76712772
161.966, 76699162
120.01, 76658292
125.047, 76627763
152.279, 76609520
135.187, 76587860
118.057, 76372309
105.003, 76343158
113.903, 76136806
151.976, 76027906
119.959, 75916846
121.972, 75824507
143.983, 75649735
137.995, 75637307
82.996, 75465884
124.993, 75450656
182.928, 75447062
169.732, 75420545
92.6, 75368928
149.025, 75368218
109.946, 75364932
100.1, 75240019
145.001, 75187814
159.073, 75187049
139.883, 75120501
184.019, 74942507
114.225, 74844996
103.014, 74839305
120.044, 74769260
100.021, 74706394
124.009, 74653376
115.018, 74644928
94.059, 74589472
85.909, 74586491
92.051, 74581355
94.0, 74573848
171.993, 74557320
96.029, 74554873
75.524, 74518280
77.501, 74499528
92.975, 74473493
95.045, 74459141
128.038, 74444766
157.905, 74431283
109.004, 74403335
81.975, 74227985
143.86, 74141646
94.984, 74112032
114.145, 74051061
119.705, 73994656
160.035, 73965116
128.048, 73941236
89.998, 73890371
73.877, 73755937
120.118, 73717797
119.869, 73676871
146.078, 73661837
175.914, 73621524
119.964, 73590863
74.987, 73588094
99.994, 73511877
111.959, 73505080
46.718, 73443364
99.993, 73435072
102.003, 73433900
160.254, 73432493
101.022, 73389024
128.225, 73051200
134.014, 73016121
163.073, 72843003
171.835, 72648153
93.029, 72584050
107.969, 72564752
113.998, 72532392
148.913, 72508998
159.7, 72481276
75.051, 72400634
145.013, 72228690
104.02, 72220285
107.001, 72207880
137.033, 72135571
106.024, 72033746
89.48, 71978273
164.009, 71904416
112.035, 71750764
160.984, 71704595
137.996, 71626520
124.109, 71613526
105.803, 71482808
83.997, 71433257
123.07, 71431914
97.377, 71368960
78.454, 71351519
182.973, 71263541
115.955, 71085470
125.994, 71002182
117.983, 70999922
127.87, 70820557
173.953, 70776662
96.025, 70739210
164.027, 70679346
81.907, 70372735
72.993, 70319736
129.857, 70312262
139.956, 70306137
79.461, 70213454
102.46, 70178622
77.167, 69977211
101.004, 69974384
176.076, 69947994
131.016, 69943232
92.028, 69826467
119.927, 69807381
94.971, 69804936
89.749, 69743305
135.018, 69731437
108.287, 69704994
94.017, 69674176
77.002, 69527804
87.988, 69496831
104.915, 69444932
145.983, 69396212
86.743, 69389306
139.957, 69338127
115.0, 69270455
104.965, 69181599
99.975, 69169440
149.004, 69015097
99.928, 68888984
91.921, 68881578
92.965, 68843722
170.019, 68673423
83.827, 68656759
124.08, 68636401
72.76, 68593202
103.012, 68592608
166.043, 68493802
140.021, 68404912
122.074, 68072355
153.131, 68063722
94.979, 67931592
183.18, 67878359
109.996, 67856041
105.835, 67828856
151.924, 67823275
105.024, 67810991
95.037, 67717461
105.159, 67572352
120.08, 67467563
62.52, 67419568
129.63, 67382400
106.035, 67127132
127.942, 67090662
135.06, 67078776
79.987, 67000718
117.941, 66937278
123.988, 66885158
121.722, 66866354
179.876, 66820111
105.095, 66790491
112.011, 66642974
152.881, 66606732
84.259, 66552634
112.986, 66424250
129.092, 66390088
141.391, 66374561
144.361, 66354246
97.753, 66271935
130.007, 66211994
94.978, 66167317
122.08, 66135887
77.599, 66121218
75.217, 66114639
146.933, 66084521
167.897, 65984727
170.661, 65956974
147.06, 65902912
128.031, 65783870
94.9, 65782337
94.946, 65719347
148.035, 65638550
82.914, 65589960
106.083, 65541347
125.978, 65434663
104.988, 65386838
122.012, 65348619
104.003, 65333057
72.541, 65022224
78.953, 64975059
107.588, 64942250
78.996, 64885788
94.053, 64880435
101.918, 64875310
152.045, 64828156
191.944, 64800712
79.943, 64712155
104.941, 64548637
124.925, 64498513
137.728, 64472309
88.967, 64469181
93.469, 64318206
143.983, 64311656
145.063, 64308455
105.013, 64257367
149.953, 64197319
177.937, 64155079
107.987, 64127274
176.027, 64054776
119.935, 64033131
93.992, 63986391
149.989, 63924244
139.88, 63900813
112.048, 63833706
185.913, 63821520
161.989, 63606870
92.977, 63587657
102.974, 63523334
197.705, 63513791
88.039, 63398869
149.953, 63373098
183.785, 63372783
107.986, 63309733
156.261, 63123661
139.585, 63114186
148.088, 63112934
73.779, 62971736
155.051, 62960452
126.15, 62867391
79.974, 62775869
105.993, 62759612
128.015, 62615424
140.012, 62597740
157.984, 62581174
129.96, 62421023
85.014, 62370103
175.996, 62302341
146.035, 62084085
164.055, 62038799
171.319, 62024738
97.092, 62011595
146.046, 61811436
72.993, 61679964
129.889, 61614697
113.99, 61542883
170.106, 61370276
188.651, 61349396
127.888, 61220540
99.183, 61203384
87.063, 61154342
105.012, 61114919
150.009, 60926517
95.941, 60923818
143.049, 60781121
139.952, 60771330
96.812, 60726262
150.036, 60656307
98.001, 60595145
138.039, 60589696
158.014, 60527261
86.959, 60501244
95.998, 60446009
122.976, 60371005
98.985, 60349059
164.948, 60303259
122.029, 60244502
92.9, 60237203
113.971, 60225714
143.01, 60123293
98.016, 60099553
148.009, 60072676
105.027, 60061228
159.702, 60045066
95.084, 59993766
100.051, 59980104
147.02, 59957843
168.062, 59951867
95.487, 59931948
92.061, 59898803
143.992, 59850395
174.088, 59838573
128.017, 59732655
96.012, 59598919
134.971, 59565296
151.891, 59563964
203.853, 59547887
81.009, 59499428
170.081, 59469384
81.89, 59452023
93.992, 59432006
124.01, 59241499
109.969, 59234770
122.002, 59189068
120.023, 59173786
105.01, 59113575
99.831, 59069645
125.987, 58981116
128.91, 58785779
100.005, 58778680
114.998, 58646617
159.91, 58613459
94.148, 58588462
167.985, 58476318
109.494, 58384584
129.786, 58334341
135.005, 58292367
109.821, 58126522
119.964, 58074294
107.356, 58044207
123.066, 58041940
93.064, 58014315
149.993, 57998452
162.351, 57965781
175.93, 57942533
100.28, 57906518
129.969, 57882567
176.053, 57868175
180.066, 57821560
193.016, 57792279
122.699, 57740424
183.933, 57712819
107.988, 57686435
170.089, 57649659
100.066, 57584424
123.031, 57569799
140.061, 57534865
94.998, 57505639
111.983, 57472676
91.974, 57393888
173.931, 57386445
123.994, 57382302
95.927, 57352830
139.953, 57233501
135.995, 57086821
91.991, 56988833
83.976, 56958663
81.536, 56868771
98.222, 56831770
179.629, 56820141
123.07, 56734467
165.423, 56685340
110.048, 56646615
128.981, 56520732
147.018, 56518706
140.005, 56508253
106.031, 56500936
106.972, 56486552
79.992, 56453640
169.934, 56055500
119.978, 56044730
89.988, 56039608
140.002, 56030364
147.982, 55816677
120.009, 55774392
90.016, 55719775
90.976, 55681503
80.063, 55664123
115.83, 55652372
88.88, 55617341
145.01, 55544475
136.471, 55514488
180.003, 55472583
129.014, 55467429
156.575, 55444602
130.036, 55429001
80.974, 55400598
146.067, 55377853
142.084, 55373407
86.777, 55370618
127.023, 55299961
68.976, 55275847
145.104, 55217766
142.027, 55185548
174.063, 55183117
154.981, 55182857
126.803, 55174310
160.118, 55158436
93.68, 55146187
135.02, 55135520
180.104, 55119104
54.747, 55082314
170.002, 55066799
107.985, 55063944
203.862, 55044655
146.11, 54948923
110.075, 54802153
150.002, 54773468
131.023, 54591275
134.887, 54514795
103.976, 54494181
127.95, 54439026
112.015, 54438140
95.39, 54406309
91.991, 54389656
83.3, 54328816
81.009, 54204917
102.002, 54196813
138.811, 54188571
162.958, 54166392
134.947, 54150868
118.992, 54106792
119.099, 54011053
180.066, 54010687
159.934, 53905743
109.997, 53885350
91.997, 53870506
134.022, 53806382
123.931, 53769537
121.892, 53719561
118.028, 53663358
160.061, 53603561
100.988, 53579206
85.097, 53523617
101.032, 53434935
75.012, 53285426
106.414, 53122034
127.923, 53080040
100.049, 53057038
126.421, 53052661
90.027, 53040197
111.996, 53027200
146.163, 53025164
124.934, 52966695
99.083, 52941736
124.992, 52936167
85.011, 52928030
168.04, 52906578
98.54, 52880136
101.993, 52878276
154.037, 52842792
124.988, 52726701
103.952, 52720555
139.987, 52700432
141.979, 52659150
85.081, 52625205
147.023, 52621318
140.022, 52598193
94.011, 52586578
150.084, 52558784
94.028, 52543183
141.034, 52515883
81.965, 52481483
129.034, 52476603
120.056, 52463959
118.0, 52448439
93.048, 52439375
100.009, 52421913
140.042, 52415980
91.981, 52397010
147.897, 52348105
149.724, 52283858
105.078, 52265128
125.022, 52244957
139.953, 52171584
106.064, 52076821
159.93, 52070390
143.078, 52069841
78.534, 52059877
109.266, 52000182
124.051, 51938790
92.03, 51909661
202.015, 51879701
122.063, 51816576
77.179, 51804939
120.02, 51726513
100.014, 51695388
120.044, 51690291
131.984, 51673877
139.948, 51583731
142.049, 51530355
123.856, 51495983
145.062, 51493703
84.042, 51482863
87.996, 51451444
134.991, 51392145
78.477, 51390799
98.023, 51328932
87.913, 51320301
145.765, 51315928
93.057, 51300699
105.936, 51268684
123.975, 51233073
100.011, 51231423
105.177, 51016701
101.006, 50987289
169.917, 50962874
147.922, 50961614
160.048, 50954446
92.02, 50906634
172.08, 50881969
141.935, 50817926
114.999, 50790738
70.956, 50779398
120.134, 50690126
111.898, 50675911
137.027, 50674915
108.034, 50604083
173.478, 50569555
94.985, 50511342
84.004, 50415473
168.096, 50406513
82.492, 50324051
80.025, 50312801
127.928, 50305824
90.021, 50299081
121.069, 50265825
82.028, 50203180
180.006, 50175690
93.95, 50170365
122.962, 50122024
174.013, 50065370
85.994, 50018903
106.122, 50003205
140.063, 49997741
169.9, 49986698
130.096, 49983071
134.951, 49954508
98.039, 49935917
103.997, 49907283
143.97, 49843582
79.001, 49609738
105.955, 49476854
75.235, 49337859
127.989, 49327260
96.011, 49297366
106.032, 49269963
89.913, 49216486
104.0, 49208475
142.069, 49127903
103.07, 49108290
96.025, 49058948
179.923, 49051986
108.05, 48978682
105.018, 48884621
94.987, 48881785
96.459, 48655707
122.042, 48611944
104.181, 48551672
146.163, 48548575
100.015, 48468070
176.073, 48444084
102.101, 48412020
79.532, 48257358
124.002, 48165281
95.989, 48146811
90.003, 48137672
97.985, 48122270
123.024, 48060651
92.991, 47959157
139.975, 47927899
98.057, 47925592
116.965, 47885797
149.836, 47829994
119.974, 47777416
93.985, 47764329
91.906, 47746154
110.898, 47725786
114.212, 47719659
119.724, 47696045
142.592, 47559919
65.988, 47491682
116.735, 47491397
102.959, 47444646
173.963, 47405629
73.699, 47359475
119.93, 47254137
86.453, 47248326
86.013, 47247442
155.932, 47239264
159.969, 47230623
134.012, 47222860
115.412, 47205130
77.471, 47177916
145.992, 47138183
94.946, 47117829
121.108, 47097024
92.986, 47070529
165.523, 47034413
158.022, 47001594
122.047, 46997144
119.043, 46985993
91.985, 46884378
144.956, 46787750
99.012, 46760770
107.524, 46760423
141.722, 46695755
134.925, 46668646
88.038, 46635861
80.953, 46635520
79.99, 46606711
83.737, 46587392
169.901, 46584326
93.788, 46538586
92.932, 46530288
100.036, 46506691
125.011, 46406241
143.96, 46405357
91.046, 46389797
120.06, 46365945
140.419, 46356136
170.193, 46355547
80.009, 46249405
84.746, 46234457
96.053, 46223688
97.985, 46219082
111.712, 46207504
118.064, 46178343
129.984, 46174772
84.999, 46141640
172.065, 46069786
89.961, 46023895
97.04, 45992499
87.46, 45958918
100.066, 45951558
132.96, 45923474
118.029, 45915353
102.039, 45881508
177.115, 45853710
80.04, 45761762
170.115, 45685938
119.012, 45657385
145.045, 45653254
90.003, 45628487
112.93, 45607214
126.002, 45575697
130.022, 45572324
149.992, 45483147
110.013, 45457558
140.057, 45429518
123.011, 45416280
176.011, 45412178
179.99, 45357858
114.02, 45340142
125.036, 45318176
129.86, 45272459
92.992, 45255270
178.046, 45233004
170.228, 45230874
97.551, 45180412
120.091, 45171622
98.047, 45140347
129.963, 45071942
174.185, 45027440
151.098, 44945864
103.018, 44906324
131.914, 44855983
142.948, 44798342
108.138, 44793637
107.992, 44744021
104.029, 44741169
111.983, 44733159
153.747, 44712546
103.807, 44681261
134.934, 44623257
122.179, 44613974
91.981, 44478243
142.063, 44454592
108.015, 44442177
101.925, 44428529
124.918, 44421300
134.945, 44371502
82.941, 44331111
142.948, 44212594
166.199, 44199500
86.009, 44148560
76.056, 44145915
129.961, 44119178
116.988, 44108977
79.764, 44036363
163.043, 44016733
153.967, 43939041
122.063, 43936201
116.978, 43897234
172.27, 43858856
138.078, 43836194
113.983, 43775778
185.901, 43765860
154.027, 43761994
110.962, 43754534
105.023, 43717925
178.032, 43707281
134.002, 43566031
125.876, 43507629
109.972, 43498385
96.37, 43475294
90.025, 43444022
117.994, 43402897
104.999, 43391941
120.042, 43379405
164.023, 43345646
130.271, 43307991
100.026, 43298441
115.977, 43287514
160.098, 43274587
176.037, 43245823
124.876, 43228674
103.406, 43188814
140.431, 43165201
119.93, 43103707
93.057, 43094033
104.666, 43060805
168.56, 43029667
81.031, 42949723
96.028, 42941213
103.072, 42936826
180.066, 42931721
132.957, 42900485
130.971, 42879301
108.025, 42869923
144.978, 42759343
160.077, 42748680
179.879, 42719703
136.965, 42718486
125.258, 42673282
205.272, 42669291
117.924, 42570633
115.124, 42493116
126.093, 42438485
149.962, 42388659
126.03, 42388027
197.705, 42367878
128.161, 42351539
105.885, 42311752
93.96, 42290424
188.098, 42236447
97.285, 42228837
105.029, 42199218
95.927, 42160512
104.953, 42131896
103.843, 42027585
99.957, 41940812
96.008, 41930806
144.005, 41862937
111.98, 41819595
131.721, 41802983
167.969, 41796659
129.988, 41762267
155.082, 41719227
93.923, 41716381
180.225, 41715679
85.015, 41669019
123.056, 41627044
174.038, 41617907
127.819, 41567312
106.486, 41554873
178.043, 41521444
129.004, 41500740
168.154, 41472112
144.908, 41365521
83.5, 41323855
179.788, 41314090
180.086, 41272852
120.313, 41236576
120.1, 41234173
140.177, 41212173
159.93, 41172076
81.817, 41165875
105.084, 41112205
130.019, 41085305
84.98, 41079875
69.986, 41055203
100.0, 41005471
95.985, 40978627
88.007, 40941896
180.009, 40925494
182.318, 40862816
157.966, 40849158
119.82, 40838080
83.364, 40813030
170.063, 40779153
156.85, 40775091
81.552, 40773774
102.028, 40771798
130.02, 40734926
169.855, 40722790
108.939, 40700463
136.919, 40693064
88.88, 40674706
150.006, 40597411
94.981, 40515208
95.004, 40511971
94.473, 40502394
94.074, 40472260
95.001, 40460883
142.347, 40440978
79.982, 40426958
153.778, 40392837
118.048, 40350843
116.079, 40337346
102.977, 40335119
98.023, 40311264
112.014, 40294309
131.857, 40277841
129.882, 40269681
112.01, 40253485
139.965, 40220442
109.958, 40204335
133.21, 40149297
139.973, 40125107
136.016, 40111118
93.956, 40099532
120.006, 40090389
160.075, 40083425
131.967, 40076930
75.723, 40060300
84.963, 40048273
84.763, 40036969
139.966, 40031438
139.962, 39939122
112.993, 39920266
169.998, 39920065
114.044, 39904687
112.009, 39857216
97.071, 39836816
147.997, 39835950
79.011, 39763555
114.914, 39747805
96.029, 39667197
85.63, 39604743
138.058, 39539473
139.98, 39528460
191.385, 39525359
170.163, 39495659
76.967, 39461852
100.012, 39439787
139.956, 39426480
139.901, 39324257
164.032, 39249890
142.948, 39235842
140.08, 39220991
73.483, 39195015
140.006, 39175934
161.947, 39171058
89.98, 39114062
124.959, 39094682
111.937, 39089078
119.977, 39065102
170.416, 39053607
92.01, 39028544
171.945, 39023638
134.932, 39022272
120.393, 39004122
130.089, 38981595
153.99, 38973245
97.001, 38937459
118.008, 38891803
124.944, 38825949
115.389, 38781657
104.047, 38669233
150.093, 38619943
91.992, 38569517
94.053, 38568426
138.066, 38552474
94.004, 38522478
145.971, 38521533
130.032, 38521035
149.882, 38486578
97.99, 38477520
142.219, 38442524
127.067, 38417799
104.008, 38401023
71.969, 38394497
129.953, 38383645
98.357, 38274648
113.021, 38247111
104.932, 38222422
118.852, 38216797
160.035, 38209558
158.054, 38187981
86.956, 38184418
94.966, 38173066
150.06, 38025692
90.988, 38004584
91.03, 37884639
129.204, 37842862
90.037, 37831593
138.842, 37686518
165.004, 37594842
124.016, 37581668
141.894, 37556016
111.861, 37539336
151.865, 37508246
99.079, 37498108
105.803, 37488347
109.968, 37471930
118.969, 37459400
153.075, 37454725
75.023, 37434178
180.054, 37423939
79.007, 37397405
132.981, 37377350
87.971, 37366187
139.059, 37351508
149.898, 37311739
158.024, 37288201
143.961, 37241041
94.052, 37127370
135.942, 37103911
104.043, 37089556
105.918, 37080517
160.067, 37050141
154.12, 37049260
74.867, 36977686
131.967, 36963521
91.924, 36923252
95.989, 36916755
105.039, 36913732
133.01, 36907448
93.021, 36889213
91.97, 36864132
121.988, 36800085
129.819, 36732158
83.433, 36674639
116.98, 36548369
96.628, 36519343
133.83, 36487844
139.885, 36486533
99.998, 36459057
160.635, 36431050
87.801, 36424326
95.977, 36420220
92.875, 36405032
66.165, 36387201
88.964, 36383120
149.897, 36361880
98.357, 36244646
118.029, 36241249
149.07, 36198853
139.566, 36125909
78.842, 36097455
116.96, 36036913
88.031, 35982464
121.986, 35975127
92.017, 35935335
117.188, 35925758
62.446, 35867464
107.034, 35822652
94.998, 35814063
180.108, 35786797
112.027, 35784205
147.464, 35758685
94.241, 35666980
140.089, 35637560
167.788, 35529010
110.165, 35526991
77.271, 35521891
120.017, 35511203
105.992, 35431095
139.976, 35392610
128.133, 35361516
104.972, 35341226
124.018, 35330043
160.052, 35298116
150.002, 35262377
110.378, 35255484
139.988, 35245479
170.023, 35229766
109.988, 35224702
104.988, 35224110
93.047, 35218484
102.071, 35210226
185.972, 35182124
100.003, 35124661
147.991, 35068533
101.987, 35034637
132.858, 35006351
89.925, 34998896
113.977, 34962122
121.873, 34954788
108.992, 34951697
151.985, 34911198
113.634, 34905627
124.988, 34895809
80.363, 34884933
144.045, 34802804
95.011, 34743683
125.047, 34728013
138.055, 34682956
113.901, 34652363
148.775, 34606816
83.845, 34586124
119.987, 34557578
150.068, 34540826
121.08, 34504981
123.013, 34477505
134.993, 34474786
149.982, 34393840
87.963, 34347861
121.07, 34313860
134.979, 34233707
202.899, 34199484
110.107, 34190266
99.24, 34173354
81.535, 34161919
87.963, 34130307
93.95, 34109569
124.993, 34088892
143.07, 34083585
151.314, 34063321
126.041, 34045542
95.387, 33987439
139.112, 33963246
99.996, 33962746
83.13, 33929150
170.305, 33917322
117.943, 33915674
126.963, 33907263
126.021, 33896180
98.87, 33888204
150.088, 33804161
143.031, 33744114
120.045, 33735138
74.995, 33719571
151.701, 33680492
175.994, 33674106
99.982, 33673820
142.11, 33672995
90.004, 33655309
87.981, 33648530
104.991, 33625322
153.905, 33601943
90.024, 33592059
92.131, 33561752
135.032, 33546799
198.075, 33542792
79.882, 33403103
112.027, 33350812
119.914, 33345802
75.881, 33298858
125.975, 33288945
94.926, 33283059
139.937, 33244935
158.087, 33235745
94.023, 33222600
82.53, 33181546
139.949, 33180398
140.07, 33174710
96.021, 33173472
144.892, 33112493
97.063, 33107821
91.75, 33095492
149.609, 33057681
95.065, 33026760
131.999, 33011440
111.004, 33003595
115.01, 32946984
121.908, 32929621
123.006, 32918383
149.999, 32917985
92.041, 32787719
180.088, 32766804
128.073, 32760024
154.801, 32756800
124.146, 32721533
135.068, 32715256
154.064, 32701322
119.029, 32693139
149.996, 32662129
97.002, 32656859
119.921, 32643819
119.082, 32518830
101.999, 32511206
89.029, 32451920
120.104, 32447666
78.4, 32429756
97.097, 32410044
71.884, 32377810
115.044, 32370627
113.076, 32359011
122.994, 32340464
99.852, 32318368
162.542, 32317702
108.984, 32312273
133.928, 32184058
98.019, 32146925
119.1, 32120002
120.003, 32068232
150.024, 32060159
118.989, 32007197
84.955, 32006280
112.347, 31977385
139.934, 31900100
83.504, 31868076
97.057, 31855588
204.096, 31801215
114.994, 31789334
175.95, 31769898
112.175, 31768840
104.085, 31715811
88.064, 31705691
82.465, 31679277
129.974, 31667486
127.909, 31661759
130.04, 31656630
179.982, 31647298
142.976, 31573174
105.137, 31573108
149.828, 31561912
124.038, 31560482
121.953, 31542229
79.936, 31538261
174.028, 31461888
164.02, 31446293
129.959, 31440045
93.005, 31437862
152.869, 31352437
151.964, 31333153
102.065, 31311395
120.041, 31303877
159.892, 31294788
97.953, 31292493
110.001, 31290845
140.035, 31261258
125.752, 31249185
135.886, 31230172
180.066, 31228676
121.98, 31220010
148.775, 31210578
107.936, 31163655
124.016, 31160840
129.947, 31135935
97.968, 31100212
149.95, 31034767
103.868, 31032469
97.023, 31025716
122.945, 30940928
132.113, 30900415
166.105, 30880964
154.924, 30876809
126.013, 30872249
95.637, 30865202
113.985, 30863304
81.051, 30850658
125.395, 30781291
120.012, 30724141
110.005, 30692689
135.154, 30671166
100.087, 30670247
81.019, 30668813
124.341, 30667539
93.094, 30662441
119.971, 30648956
103.971, 30638992
160.055, 30620722
151.982, 30617336
117.817, 30603236
179.056, 30593084
108.625, 30565436
96.003, 30561552
129.993, 30544335
75.663, 30540027
92.138, 30523915
81.655, 30508857
88.979, 30480459
184.131, 30445565
135.966, 30418198
124.041, 30378839
138.03, 30373370
130.008, 30358327
154.083, 30339254
174.065, 30317791
119.845, 30311105
100.047, 30290064
95.031, 30285438
157.036, 30267374
118.97, 30169252
146.95, 30139122
146.051, 30087242
77.533, 30086234
133.993, 30070260
